x,y
1228.433,93.29046
1228.916,93.27745
1229.398,93.26566
1229.88,93.25494
1230.362,93.24506
1230.844,93.23569
1231.326,93.22655
1231.808,93.2176
1232.29,93.20885
1232.772,93.20042
1233.255,93.19239
1233.737,93.18476
1234.219,93.17752
1234.701,93.17069
1235.183,93.16447
1235.665,93.15925
1236.147,93.15548
1236.629,93.1535
1237.111,93.15337
1237.594,93.15475
1238.076,93.15707
1238.558,93.15958
1239.04,93.16171
1239.522,93.1633
1240.004,93.16454
1240.486,93.16588
1240.968,93.16784
1241.45,93.1707
1241.933,93.17451
1242.415,93.17907
1242.897,93.18414
1243.379,93.18955
1243.861,93.19533
1244.343,93.2016
1244.825,93.20854
1245.307,93.21617
1245.79,93.22432
1246.272,93.2328
1246.754,93.24134
1247.236,93.24993
1247.718,93.25864
1248.2,93.26773
1248.682,93.2774
1249.164,93.2877
1249.646,93.29842
1250.129,93.30923
1250.611,93.31973
1251.093,93.32964
1251.575,93.33884
1252.057,93.34754
1252.539,93.35596
1253.021,93.3643
1253.503,93.37273
1253.986,93.38131
1254.468,93.38998
1254.95,93.39872
1255.432,93.40748
1255.914,93.41625
1256.396,93.42496
1256.878,93.43349
1257.36,93.44168
1257.843,93.44939
1258.325,93.45664
1258.807,93.46355
1259.289,93.47047
1259.771,93.47768
1260.253,93.48544
1260.735,93.49377
1261.217,93.50246
1261.699,93.51123
1262.182,93.51974
1262.664,93.52787
1263.146,93.53563
1263.628,93.54321
1264.11,93.55083
1264.592,93.55871
1265.074,93.56683
1265.556,93.57515
1266.038,93.58353
1266.521,93.59182
1267.003,93.60001
1267.485,93.60825
1267.967,93.61668
1268.449,93.62564
1268.931,93.63542
1269.413,93.64624
1269.895,93.65823
1270.377,93.67137
1270.86,93.68546
1271.342,93.70013
1271.824,93.71496
1272.306,93.72952
1272.788,93.74358
1273.27,93.75717
1273.752,93.77053
1274.234,93.78412
1274.717,93.79831
1275.199,93.81339
1275.681,93.82933
1276.163,93.84586
1276.645,93.8625
1277.127,93.87876
1277.609,93.89428
1278.091,93.9089
1278.573,93.92259
1279.056,93.93555
1279.538,93.94796
1280.02,93.96004
1280.502,93.97192
1280.984,93.9838
1281.466,93.99572
1281.948,94.00774
1282.43,94.01983
1282.913,94.03182
1283.395,94.04351
1283.877,94.05461
1284.359,94.06487
1284.841,94.07421
1285.323,94.08263
1285.805,94.09026
1286.287,94.09731
1286.77,94.1039
1287.252,94.11004
1287.734,94.11565
1288.216,94.1206
1288.698,94.12473
1289.18,94.12798
1289.662,94.13031
1290.144,94.13171
1290.626,94.13209
1291.109,94.13138
1291.591,94.12942
1292.073,94.12612
1292.555,94.12143
1293.037,94.11539
1293.519,94.1081
1294.001,94.09972
1294.483,94.09032
1294.965,94.07997
1295.448,94.06873
1295.93,94.05664
1296.412,94.04387
1296.894,94.03062
1297.376,94.01707
1297.858,94.0033
1298.34,93.98922
1298.822,93.97465
1299.304,93.9593
1299.787,93.94305
1300.269,93.92583
1300.751,93.90788
1301.233,93.88947
1301.715,93.87087
1302.197,93.8522
1302.679,93.83334
1303.161,93.81406
1303.644,93.79414
1304.126,93.77345
1304.608,93.75213
1305.09,93.73038
1305.572,93.70851
1306.054,93.68665
1306.536,93.66475
1307.018,93.64264
1307.5,93.62016
1307.983,93.59722
1308.465,93.57407
1308.947,93.55103
1309.429,93.52847
1309.911,93.50661
1310.393,93.48546
1310.875,93.46478
1311.357,93.44435
1311.84,93.4241
1312.322,93.40427
1312.804,93.38536
1313.286,93.3681
1313.768,93.35307
1314.25,93.34061
1314.732,93.33073
1315.214,93.32327
1315.697,93.31791
1316.179,93.31447
1316.661,93.31289
1317.143,93.31323
1317.625,93.31558
1318.107,93.31988
1318.589,93.32603
1319.071,93.33385
1319.553,93.34324
1320.036,93.35406
1320.518,93.36633
1321,93.37998
1321.482,93.39489
1321.964,93.4107
1322.446,93.42697
1322.928,93.44326
1323.41,93.45917
1323.892,93.47449
1324.375,93.48927
1324.857,93.50359
1325.339,93.51765
1325.821,93.53154
1326.303,93.54539
1326.785,93.5592
1327.267,93.57307
1327.749,93.58704
1328.231,93.60121
1328.714,93.61568
1329.196,93.63041
1329.678,93.6453
1330.16,93.6602
1330.642,93.67494
1331.124,93.68946
1331.606,93.7038
1332.088,93.71811
1332.571,93.73252
1333.053,93.74718
1333.535,93.76206
1334.017,93.77715
1334.499,93.79238
1334.981,93.80775
1335.463,93.82346
1335.945,93.83982
1336.427,93.85732
1336.91,93.87658
1337.392,93.89808
1337.874,93.92206
1338.356,93.9483
1338.838,93.97608
1339.32,94.00419
1339.802,94.03109
1340.284,94.05547
1340.767,94.07655
1341.249,94.09421
1341.731,94.10895
1342.213,94.1217
1342.695,94.13339
1343.177,94.14477
1343.659,94.1562
1344.141,94.1676
1344.624,94.17854
1345.106,94.18843
1345.588,94.19682
1346.07,94.20346
1346.552,94.20844
1347.034,94.212
1347.516,94.21442
1347.998,94.21593
1348.48,94.21647
1348.963,94.21594
1349.445,94.2141
1349.927,94.21089
1350.409,94.20636
1350.891,94.20073
1351.373,94.19424
1351.855,94.1871
1352.337,94.17929
1352.819,94.17059
1353.302,94.16075
1353.784,94.14948
1354.266,94.13677
1354.748,94.12279
1355.23,94.10794
1355.712,94.09264
1356.194,94.07728
1356.676,94.06197
1357.158,94.04666
1357.641,94.03117
1358.123,94.01528
1358.605,93.99895
1359.087,93.98222
1359.569,93.9653
1360.051,93.94855
1360.533,93.93221
1361.015,93.91656
1361.498,93.90179
1361.98,93.88786
1362.462,93.87458
1362.944,93.8616
1363.426,93.84844
1363.908,93.83472
1364.39,93.82037
1364.872,93.80552
1365.354,93.79073
1365.837,93.77675
1366.319,93.76443
1366.801,93.75455
1367.283,93.74744
1367.765,93.74295
1368.247,93.74046
1368.729,93.73917
1369.211,93.73833
1369.694,93.73768
1370.176,93.7374
1370.658,93.73817
1371.14,93.74077
1371.622,93.74602
1372.104,93.75449
1372.586,93.76639
1373.068,93.78146
1373.551,93.79878
1374.033,93.81721
1374.515,93.83534
1374.997,93.8522
1375.479,93.86739
1375.961,93.88123
1376.443,93.89449
1376.925,93.9082
1377.407,93.92323
1377.89,93.94007
1378.372,93.95867
1378.854,93.97852
1379.336,93.99886
1379.818,94.01895
1380.3,94.03838
1380.782,94.05707
1381.264,94.07507
1381.746,94.09248
1382.229,94.10914
1382.711,94.12469
1383.193,94.13876
1383.675,94.15115
1384.157,94.16209
1384.639,94.17207
1385.121,94.18182
1385.603,94.19197
1386.085,94.20268
1386.568,94.21362
1387.05,94.22391
1387.532,94.23254
1388.014,94.2388
1388.496,94.24243
1388.978,94.24364
1389.46,94.24287
1389.942,94.24049
1390.425,94.23672
1390.907,94.23177
1391.389,94.22581
1391.871,94.21907
1392.353,94.21185
1392.835,94.20434
1393.317,94.19666
1393.799,94.18858
1394.281,94.17973
1394.764,94.16959
1395.246,94.158
1395.728,94.14524
1396.21,94.13191
1396.692,94.11876
1397.174,94.10635
1397.656,94.09471
1398.138,94.08347
1398.621,94.07173
1399.103,94.05845
1399.585,94.04301
1400.067,94.02544
1400.549,94.00642
1401.031,93.98692
1401.513,93.96804
1401.995,93.95056
1402.478,93.935
1402.96,93.92149
1403.442,93.90977
1403.924,93.89938
1404.406,93.88947
1404.888,93.8793
1405.37,93.86825
1405.852,93.85586
1406.334,93.84214
1406.817,93.82726
1407.299,93.81165
1407.781,93.79585
1408.263,93.78032
1408.745,93.76559
1409.227,93.7518
1409.709,93.73887
1410.191,93.72657
1410.673,93.71449
1411.156,93.70229
1411.638,93.68988
1412.12,93.67729
1412.602,93.66467
1413.084,93.65202
1413.566,93.63925
1414.048,93.6262
1414.53,93.61281
1415.012,93.59943
1415.495,93.58693
1415.977,93.57681
1416.459,93.57098
1416.941,93.5713
1417.423,93.57883
1417.905,93.59298
1418.387,93.61107
1418.869,93.62863
1419.352,93.64162
1419.834,93.64814
1420.316,93.64907
1420.798,93.647
1421.28,93.64477
1421.762,93.64487
1422.244,93.6489
1422.726,93.65739
1423.208,93.66994
1423.691,93.6853
1424.173,93.70161
1424.655,93.71716
1425.137,93.731
1425.619,93.74305
1426.101,93.75406
1426.583,93.76511
1427.065,93.77734
1427.548,93.79173
1428.03,93.80873
1428.512,93.82822
1428.994,93.84945
1429.476,93.87135
1429.958,93.89266
1430.44,93.91238
1430.922,93.92985
1431.405,93.94489
1431.887,93.95764
1432.369,93.96868
1432.851,93.97885
1433.333,93.98935
1433.815,94.00186
1434.297,94.01846
1434.779,94.04118
1435.261,94.07162
1435.744,94.10952
1436.226,94.15193
1436.708,94.19375
1437.19,94.23019
1437.672,94.25893
1438.154,94.28066
1438.636,94.2977
1439.118,94.31284
1439.6,94.32829
1440.083,94.34521
1440.565,94.3639
1441.047,94.3838
1441.529,94.40401
1442.011,94.42358
1442.493,94.44194
1442.975,94.45905
1443.457,94.47523
1443.939,94.49103
1444.422,94.50693
1444.904,94.52328
1445.386,94.54034
1445.868,94.55815
1446.35,94.57668
1446.832,94.59572
1447.314,94.61479
1447.796,94.63332
1448.279,94.65074
1448.761,94.66676
1449.243,94.68159
1449.725,94.69569
1450.207,94.70966
1450.689,94.72387
1451.171,94.73822
1451.653,94.75211
1452.135,94.76473
1452.618,94.77528
1453.1,94.78361
1453.582,94.79037
1454.064,94.79735
1454.546,94.80735
1455.028,94.82408
1455.51,94.85146
1455.992,94.8919
1456.475,94.9437
1456.957,94.99974
1457.439,95.05064
1457.921,95.08984
1458.403,95.11605
1458.885,95.13159
1459.367,95.13979
1459.849,95.14344
1460.332,95.14459
1460.814,95.14507
1461.296,95.14647
1461.778,95.15063
1462.26,95.15965
1462.742,95.1755
1463.224,95.19971
1463.706,95.23239
1464.188,95.27194
1464.671,95.31495
1465.153,95.3576
1465.635,95.39729
1466.117,95.43317
1466.599,95.46589
1467.081,95.49657
1467.563,95.52622
1468.045,95.55534
1468.527,95.58418
1469.01,95.61306
1469.492,95.64293
1469.974,95.6755
1470.456,95.71312
1470.938,95.75822
1471.42,95.81195
1471.902,95.87295
1472.384,95.93688
1472.866,95.99827
1473.349,96.05348
1473.831,96.1019
1474.313,96.14551
1474.795,96.18684
1475.277,96.22755
1475.759,96.26779
1476.241,96.30644
1476.723,96.34186
1477.206,96.3728
1477.688,96.39919
1478.17,96.42199
1478.652,96.44276
1479.134,96.46293
1479.616,96.48354
1480.098,96.50475
1480.58,96.52587
1481.062,96.54565
1481.545,96.56271
1482.027,96.57597
1482.509,96.58507
1482.991,96.59015
1483.473,96.59188
1483.955,96.59105
1484.437,96.58843
1484.919,96.58479
1485.402,96.58076
1485.884,96.57671
1486.366,96.57284
1486.848,96.56915
1487.33,96.56548
1487.812,96.56158
1488.294,96.55724
1488.776,96.55209
1489.259,96.54561
1489.741,96.53711
1490.223,96.52592
1490.705,96.5116
1491.187,96.49419
1491.669,96.4741
1492.151,96.45206
1492.633,96.42867
1493.115,96.40459
1493.598,96.38026
1494.08,96.35587
1494.562,96.33146
1495.044,96.3069
1495.526,96.28186
1496.008,96.25603
1496.49,96.22923
1496.972,96.20144
1497.454,96.17287
1497.937,96.14381
1498.419,96.11447
1498.901,96.08485
1499.383,96.05486
1499.865,96.02412
1500.347,95.99242
1500.829,95.95955
1501.311,95.92561
1501.793,95.89075
1502.276,95.85552
1502.758,95.82052
1503.24,95.78633
1503.722,95.75368
1504.204,95.72341
1504.686,95.69647
1505.168,95.67404
1505.65,95.65725
1506.133,95.64612
1506.615,95.63849
1507.097,95.63094
1507.579,95.6204
1508.061,95.60595
1508.543,95.58852
1509.025,95.56954
1509.507,95.55047
1509.99,95.5322
1510.472,95.51543
1510.954,95.50022
1511.436,95.48627
1511.918,95.47293
1512.4,95.45963
1512.882,95.44611
1513.364,95.4328
1513.846,95.42066
1514.329,95.41106
1514.811,95.40549
1515.293,95.40484
1515.775,95.40905
1516.257,95.41666
1516.739,95.42541
1517.221,95.43322
1517.703,95.43942
1518.186,95.44494
1518.668,95.45201
1519.15,95.46308
1519.632,95.48017
1520.114,95.50368
1520.596,95.53156
1521.078,95.55894
1521.56,95.5802
1522.042,95.59216
1522.525,95.59534
1523.007,95.59286
1523.489,95.58822
1523.971,95.58415
1524.453,95.58221
1524.935,95.58282
1525.417,95.58562
1525.899,95.58975
1526.381,95.59404
1526.864,95.59738
1527.346,95.59888
1527.828,95.59799
1528.31,95.59438
1528.792,95.58805
1529.274,95.57935
1529.756,95.56905
1530.238,95.55817
1530.72,95.5479
1531.203,95.53934
1531.685,95.53322
1532.167,95.52951
1532.649,95.5273
1533.131,95.52463
1533.613,95.51936
1534.095,95.51036
1534.577,95.4977
1535.06,95.48243
1535.542,95.4657
1536.024,95.44859
1536.506,95.43183
1536.988,95.41614
1537.47,95.40247
1537.952,95.39206
1538.434,95.38633
1538.917,95.38618
1539.399,95.39101
1539.881,95.39822
1540.363,95.40404
1540.845,95.406
1541.327,95.40375
1541.809,95.39866
1542.291,95.39259
1542.773,95.38732
1543.256,95.38393
1543.738,95.38251
1544.22,95.38243
1544.702,95.38239
1545.184,95.38099
1545.666,95.3773
1546.148,95.37121
1546.63,95.36331
1547.113,95.35468
1547.595,95.34638
1548.077,95.33932
1548.559,95.33395
1549.041,95.33006
1549.523,95.32679
1550.005,95.32303
1550.487,95.31805
1550.969,95.3117
1551.452,95.30463
1551.934,95.29764
1552.416,95.2915
1552.898,95.28637
1553.38,95.28168
1553.862,95.27619
1554.344,95.26855
1554.826,95.25788
1555.308,95.24451
1555.791,95.22978
1556.273,95.21625
1556.755,95.20733
1557.237,95.20723
1557.719,95.21964
1558.201,95.24409
1558.683,95.27213
1559.165,95.29037
1559.647,95.29179
1560.13,95.27895
1560.612,95.25835
1561.094,95.23534
1561.576,95.21297
1562.058,95.19247
1562.54,95.17403
1563.022,95.15731
1563.504,95.14143
1563.987,95.12526
1564.469,95.10773
1564.951,95.08807
1565.433,95.06615
1565.915,95.04256
1566.397,95.01818
1566.879,94.99419
1567.361,94.97163
1567.844,94.95114
1568.326,94.93266
1568.808,94.91512
1569.29,94.89652
1569.772,94.87451
1570.254,94.84775
1570.736,94.81625
1571.218,94.78109
1571.7,94.74373
1572.183,94.70562
1572.665,94.66802
1573.147,94.63153
1573.629,94.59666
1574.111,94.56346
1574.593,94.53156
1575.075,94.50011
1575.557,94.46791
1576.039,94.43376
1576.522,94.39682
1577.004,94.3572
1577.486,94.31537
1577.968,94.27197
1578.45,94.22755
1578.932,94.18253
1579.414,94.13721
1579.896,94.09174
1580.379,94.04625
1580.861,94.00064
1581.343,93.95465
1581.825,93.9081
1582.307,93.86089
1582.789,93.81326
1583.271,93.76565
1583.753,93.71858
1584.235,93.67243
1584.718,93.62713
1585.2,93.5822
1585.682,93.53701
1586.164,93.49096
1586.646,93.4439
1587.128,93.39617
1587.61,93.34849
1588.092,93.3015
1588.574,93.25571
1589.057,93.21113
1589.539,93.16753
1590.021,93.1246
1590.503,93.08239
1590.985,93.04121
1591.467,93.00155
1591.949,92.9638
1592.431,92.92789
1592.914,92.89341
1593.396,92.85983
1593.878,92.82675
1594.36,92.79427
1594.842,92.76293
1595.324,92.7334
1595.806,92.70601
1596.288,92.6806
1596.771,92.65652
1597.253,92.63316
1597.735,92.61034
1598.217,92.58855
1598.699,92.56866
1599.181,92.5516
1599.663,92.53784
1600.145,92.52689
1600.627,92.51756
1601.109,92.50842
1601.592,92.49852
1602.074,92.48756
1602.556,92.47602
1603.038,92.46458
1603.52,92.45375
1604.002,92.44352
1604.484,92.43344
1604.966,92.42313
1605.449,92.41271
1605.931,92.40274
1606.413,92.39415
1606.895,92.38773
1607.377,92.38345
1607.859,92.38052
1608.341,92.37765
1608.823,92.3736
1609.306,92.36786
1609.788,92.36067
1610.27,92.35265
1610.752,92.34416
1611.234,92.33501
1611.716,92.32436
1612.198,92.31156
1612.68,92.29653
1613.162,92.28041
1613.645,92.26553
1614.127,92.25511
1614.609,92.25233
1615.091,92.25912
1615.573,92.27457
1616.055,92.29461
1616.537,92.31277
1617.019,92.32358
1617.501,92.32523
1617.984,92.31933
1618.466,92.30905
1618.948,92.2971
1619.43,92.28529
1619.912,92.27466
1620.394,92.26595
1620.876,92.26022
1621.358,92.25864
1621.841,92.26205
1622.323,92.26997
1622.805,92.2802
1623.287,92.28909
1623.769,92.29345
1624.251,92.29227
1624.733,92.28695
1625.215,92.28053
1625.698,92.27605
1626.18,92.27569
1626.662,92.27979
1627.144,92.28697
1627.626,92.29462
1628.108,92.30046
1628.59,92.30332
1629.072,92.30352
1629.554,92.30215
1630.036,92.30012
1630.519,92.29753
1631.001,92.29388
1631.483,92.28867
1631.965,92.28221
1632.447,92.27612
1632.929,92.2737
1633.411,92.27919
1633.893,92.29667
1634.376,92.32785
1634.858,92.37009
1635.34,92.4156
1635.822,92.45504
1636.304,92.48309
1636.786,92.50062
1637.268,92.51225
1637.75,92.52249
1638.233,92.53402
1638.715,92.54765
1639.197,92.56297
1639.679,92.57954
1640.161,92.59718
1640.643,92.6161
1641.125,92.63652
1641.607,92.65814
1642.089,92.68003
1642.572,92.70087
1643.054,92.71986
1643.536,92.73743
1644.018,92.75582
1644.5,92.77897
1644.982,92.81168
1645.464,92.85732
1645.946,92.91508
1646.428,92.97825
1646.911,93.03672
1647.393,93.08208
1647.875,93.11182
1648.357,93.12859
1648.839,93.13715
1649.321,93.14181
1649.803,93.14538
1650.285,93.15021
1650.768,93.15965
1651.25,93.1797
1651.732,93.22077
1652.214,93.29444
1652.696,93.40253
1653.178,93.52621
1653.66,93.6359
1654.142,93.71464
1654.625,93.76476
1655.107,93.79732
1655.589,93.82345
1656.071,93.85107
1656.553,93.88425
1657.035,93.92413
1657.517,93.96925
1657.999,94.01704
1658.481,94.06479
1658.964,94.11129
1659.446,94.15737
1659.928,94.20554
1660.41,94.25889
1660.892,94.31985
1661.374,94.38878
1661.856,94.46356
1662.338,94.54021
1662.82,94.6143
1663.303,94.68302
1663.785,94.74551
1664.267,94.80241
1664.749,94.85468
1665.231,94.90313
1665.713,94.94843
1666.195,94.99162
1666.677,95.03471
1667.16,95.08073
1667.642,95.13329
1668.124,95.19513
1668.606,95.26604
1669.088,95.34195
1669.57,95.41597
1670.052,95.48183
1670.534,95.53674
1671.016,95.58204
1671.499,95.62151
1671.981,95.65975
1672.463,95.70042
1672.945,95.74624
1673.427,95.79884
1673.909,95.85877
1674.391,95.92525
1674.873,95.99535
1675.355,96.06462
1675.838,96.12845
1676.32,96.18399
1676.802,96.23101
1677.284,96.27133
1677.766,96.30779
1678.248,96.34333
1678.73,96.3802
1679.212,96.41927
1679.695,96.45971
1680.177,96.49921
1680.659,96.53561
1681.141,96.56799
1681.623,96.59826
1682.105,96.63127
1682.587,96.67482
1683.069,96.73654
1683.552,96.81779
1684.034,96.90866
1684.516,96.99178
1684.998,97.05453
1685.48,97.09572
1685.962,97.12199
1686.444,97.14172
1686.926,97.16166
1687.408,97.18559
1687.891,97.21494
1688.373,97.24898
1688.855,97.28583
1689.337,97.3233
1689.819,97.35959
1690.301,97.39377
1690.783,97.42525
1691.265,97.45351
1691.747,97.47819
1692.23,97.49908
1692.712,97.51708
1693.194,97.53419
1693.676,97.55408
1694.158,97.58086
1694.64,97.61781
1695.122,97.66427
1695.604,97.71435
1696.087,97.75888
1696.569,97.79111
1697.051,97.81019
1697.533,97.8207
1698.015,97.8296
1698.497,97.84428
1698.979,97.87054
1699.461,97.90929
1699.943,97.95428
1700.426,97.99436
1700.908,98.0213
1701.39,98.03411
1701.872,98.03749
1702.354,98.03697
1702.836,98.03683
1703.318,98.03938
1703.8,98.04532
1704.282,98.0542
1704.765,98.06492
1705.247,98.07613
1705.729,98.08662
1706.211,98.09555
1706.693,98.10244
1707.175,98.10688
1707.657,98.10876
1708.139,98.10814
1708.622,98.10547
1709.104,98.10155
1709.586,98.09721
1710.068,98.09302
1710.55,98.08909
1711.032,98.08503
1711.514,98.08021
1711.996,98.0743
1712.479,98.06735
1712.961,98.05989
1713.443,98.05286
1713.925,98.04694
1714.407,98.04244
1714.889,98.03917
1715.371,98.03675
1715.853,98.03526
1716.335,98.03551
1716.818,98.03864
1717.3,98.04505
1717.782,98.05341
1718.264,98.06098
1718.746,98.06484
1719.228,98.06345
1719.71,98.05712
1720.192,98.04742
1720.674,98.03648
1721.157,98.02617
1721.639,98.01789
1722.121,98.01211
1722.603,98.00839
1723.085,98.00565
1723.567,98.00281
1724.049,97.99926
1724.531,97.99504
1725.014,97.99063
1725.496,97.98634
1725.978,97.98222
1726.46,97.97779
1726.942,97.97247
1727.424,97.96583
1727.906,97.95789
1728.388,97.94907
1728.87,97.93998
1729.353,97.93101
1729.835,97.92211
1730.317,97.91309
1730.799,97.90395
1731.281,97.89555
1731.763,97.88978
1732.245,97.88972
1732.727,97.89848
1733.209,97.91731
1733.692,97.94324
1734.174,97.96938
1734.656,97.98906
1735.138,97.99966
1735.62,98.00327
1736.102,98.00417
1736.584,98.00674
1737.066,98.01421
1737.549,98.0284
1738.031,98.04951
1738.513,98.07615
1738.995,98.1057
1739.477,98.13536
1739.959,98.16344
1740.441,98.18985
1740.923,98.21567
1741.406,98.24201
1741.888,98.26955
1742.37,98.29825
1742.852,98.3276
1743.334,98.35707
1743.816,98.38631
1744.298,98.41527
1744.78,98.44395
1745.262,98.47233
1745.745,98.5003
1746.227,98.52787
1746.709,98.55541
1747.191,98.5839
1747.673,98.6147
1748.155,98.64908
1748.637,98.68789
1749.119,98.73099
1749.601,98.77731
1750.084,98.82525
1750.566,98.87298
1751.048,98.91893
1751.53,98.96193
1752.012,99.00118
1752.494,99.03629
1752.976,99.06746
1753.458,99.0955
1753.941,99.12189
1754.423,99.14877
1754.905,99.17832
1755.387,99.21228
1755.869,99.25071
1756.351,99.2916
1756.833,99.33123
1757.315,99.36597
1757.797,99.39376
1758.28,99.4151
1758.762,99.43239
1759.244,99.44905
1759.726,99.46835
1760.208,99.49233
1760.69,99.52146
1761.172,99.55434
1761.654,99.58849
1762.136,99.62124
1762.619,99.65094
1763.101,99.67693
1763.583,99.69926
1764.065,99.71828
1764.547,99.73423
1765.029,99.74751
1765.511,99.75878
1765.993,99.76924
1766.476,99.78027
1766.958,99.79283
1767.44,99.807
1767.922,99.82163
1768.404,99.83513
1768.886,99.84612
1769.368,99.85459
1769.85,99.86203
1770.333,99.87118
1770.815,99.88454
1771.297,99.90341
1771.779,99.92639
1772.261,99.94983
1772.743,99.9696
1773.225,99.98361
1773.707,99.99241
1774.189,99.9984
1774.672,100.004
1775.154,100.0105
1775.636,100.0178
1776.118,100.0247
1776.6,100.0297
1777.082,100.0318
1777.564,100.0313
1778.046,100.0295
1778.528,100.0284
1779.011,100.0291
1779.493,100.0323
1779.975,100.0374
1780.457,100.0429
1780.939,100.0477
1781.421,100.0515
1781.903,100.0549
1782.385,100.0589
1782.868,100.0641
1783.35,100.0706
1783.832,100.0777
1784.314,100.0842
1784.796,100.0893
1785.278,100.0928
1785.76,100.0953
1786.242,100.0973
1786.724,100.0993
1787.207,100.1011
1787.689,100.1019
1788.171,100.1013
1788.653,100.099
1789.135,100.0956
1789.617,100.0926
1790.099,100.0915
1790.581,100.0937
1791.063,100.0998
1791.546,100.1087
1792.028,100.1188
1792.51,100.1283
1792.992,100.136
1793.474,100.1417
1793.956,100.146
1794.438,100.1491
1794.92,100.1512
1795.403,100.1524
1795.885,100.1528
1796.367,100.1528
1796.849,100.1533
1797.331,100.1549
1797.813,100.1581
1798.295,100.1625
1798.777,100.1672
1799.26,100.1711
1799.742,100.1736
1800.224,100.1747
1800.706,100.1754
1801.188,100.1768
1801.67,100.1795
1802.152,100.1832
1802.634,100.1868
1803.116,100.189
1803.599,100.189
1804.081,100.1869
1804.563,100.1838
1805.045,100.181
1805.527,100.1798
1806.009,100.1806
1806.491,100.1829
1806.973,100.1855
1807.455,100.1877
1807.938,100.1886
1808.42,100.1886
1808.902,100.1883
1809.384,100.1886
1809.866,100.1896
1810.348,100.1914
1810.83,100.1933
1811.312,100.1953
1811.795,100.1975
1812.277,100.2006
1812.759,100.2054
1813.241,100.2121
1813.723,100.2202
1814.205,100.2284
1814.687,100.235
1815.169,100.2386
1815.651,100.2387
1816.134,100.2353
1816.616,100.2296
1817.098,100.2227
1817.58,100.2157
1818.062,100.2092
1818.544,100.2032
1819.026,100.1977
1819.508,100.193
1819.99,100.1893
1820.473,100.1866
1820.955,100.1849
1821.437,100.1837
1821.919,100.1825
1822.401,100.181
1822.883,100.1794
1823.365,100.1784
1823.847,100.179
1824.33,100.1819
1824.812,100.1867
1825.294,100.1921
1825.776,100.1963
1826.258,100.1981
1826.74,100.1972
1827.222,100.1946
1827.704,100.1919
1828.187,100.1909
1828.669,100.1926
1829.151,100.1968
1829.633,100.2023
1830.115,100.2074
1830.597,100.2108
1831.079,100.2126
1831.561,100.2134
1832.043,100.2142
1832.526,100.2154
1833.008,100.2167
1833.49,100.2175
1833.972,100.2172
1834.454,100.2156
1834.936,100.2133
1835.418,100.2114
1835.9,100.2111
1836.382,100.2127
1836.865,100.2157
1837.347,100.2189
1837.829,100.2207
1838.311,100.2203
1838.793,100.2175
1839.275,100.2126
1839.757,100.2066
1840.239,100.2001
1840.722,100.1932
1841.204,100.1861
1841.686,100.1788
1842.168,100.1721
1842.65,100.1672
1843.132,100.1655
1843.614,100.1676
1844.096,100.173
1844.578,100.1799
1845.061,100.186
1845.543,100.1898
1846.025,100.1914
1846.507,100.192
1846.989,100.1932
1847.471,100.1962
1847.953,100.2015
1848.435,100.2083
1848.917,100.215
1849.4,100.2201
1849.882,100.2227
1850.364,100.223
1850.846,100.2219
1851.328,100.2206
1851.81,100.2196
1852.292,100.2189
1852.774,100.2181
1853.257,100.2164
1853.739,100.2136
1854.221,100.2099
1854.703,100.206
1855.185,100.2025
1855.667,100.1997
1856.149,100.1974
1856.631,100.1951
1857.114,100.1922
1857.596,100.1887
1858.078,100.185
1858.56,100.1817
1859.042,100.1795
1859.524,100.1784
1860.006,100.1783
1860.488,100.1787
1860.97,100.1794
1861.453,100.1803
1861.935,100.1818
1862.417,100.1841
1862.899,100.1871
1863.381,100.19
1863.863,100.1919
1864.345,100.1919
1864.827,100.1895
1865.309,100.1852
1865.792,100.1804
1866.274,100.1765
1866.756,100.1749
1867.238,100.1759
1867.72,100.179
1868.202,100.1829
1868.684,100.1865
1869.166,100.1891
1869.649,100.191
1870.131,100.1926
1870.613,100.1942
1871.095,100.1956
1871.577,100.1963
1872.059,100.1957
1872.541,100.1936
1873.023,100.1904
1873.505,100.187
1873.988,100.1843
1874.47,100.1829
1874.952,100.1826
1875.434,100.1829
1875.916,100.1828
1876.398,100.1821
1876.88,100.1809
1877.362,100.18
1877.844,100.1801
1878.327,100.1817
1878.809,100.1846
1879.291,100.1877
1879.773,100.1898
1880.255,100.1903
1880.737,100.1888
1881.219,100.1858
1881.701,100.1824
1882.184,100.1793
1882.666,100.1769
1883.148,100.175
1883.63,100.1732
1884.112,100.1712
1884.594,100.1685
1885.076,100.1653
1885.558,100.1619
1886.041,100.1585
1886.523,100.1553
1887.005,100.1525
1887.487,100.1501
1887.969,100.1489
1888.451,100.1491
1888.933,100.151
1889.415,100.1545
1889.897,100.1585
1890.38,100.1618
1890.862,100.1633
1891.344,100.1625
1891.826,100.1598
1892.308,100.156
1892.79,100.1525
1893.272,100.1506
1893.754,100.1506
1894.236,100.1528
1894.719,100.1568
1895.201,100.162
1895.683,100.168
1896.165,100.1745
1896.647,100.1809
1897.129,100.1867
1897.611,100.1908
1898.093,100.1925
1898.576,100.1911
1899.058,100.1872
1899.54,100.1821
1900.022,100.1773
1900.504,100.1744
1900.986,100.1736
1901.468,100.1743
1901.95,100.1749
1902.432,100.1739
1902.915,100.1703
1903.397,100.1645
1903.879,100.1575
1904.361,100.1509
