x,y
697.1408,88.48751
697.6229,88.50098
698.105,88.51494
698.5872,88.52965
699.0693,88.54498
699.5514,88.56055
700.0335,88.57573
700.5156,88.5901
700.9977,88.6037
701.4799,88.61716
701.962,88.63164
702.4441,88.64829
702.9262,88.6678
703.4083,88.69003
703.8904,88.71404
704.3726,88.73854
704.8547,88.76221
705.3368,88.78438
705.8189,88.80505
706.301,88.82486
706.7831,88.84454
707.2653,88.86473
707.7474,88.88557
708.2295,88.90688
708.7116,88.92823
709.1937,88.94936
709.6758,88.97021
710.158,88.99085
710.6401,89.01121
711.1222,89.03107
711.6043,89.04987
712.0864,89.06706
712.5685,89.08236
713.0507,89.096
713.5328,89.10872
714.0149,89.12166
714.497,89.13582
714.9791,89.15184
715.4612,89.16969
715.9434,89.18887
716.4255,89.20868
716.9076,89.22855
717.3897,89.24834
717.8718,89.26842
718.3539,89.28951
718.8361,89.31237
719.3182,89.33762
719.8003,89.36559
720.2824,89.39625
720.7645,89.42931
721.2466,89.46442
721.7288,89.50098
722.2109,89.53828
722.693,89.57545
723.1751,89.61159
723.6572,89.64581
724.1393,89.67753
724.6215,89.70653
725.1036,89.73297
725.5857,89.75737
726.0678,89.78024
726.5499,89.80201
727.032,89.82297
727.5142,89.84316
727.9963,89.86281
728.4784,89.88211
728.9605,89.90173
729.4426,89.9224
729.9247,89.94499
730.4069,89.97005
730.889,89.99777
731.3711,90.02774
731.8532,90.05904
732.3353,90.0903
732.8174,90.12014
733.2996,90.14709
733.7817,90.17023
734.2638,90.18916
734.7459,90.20431
735.228,90.21662
735.7101,90.22765
736.1923,90.23883
736.6744,90.25134
737.1565,90.26553
737.6386,90.28103
738.1207,90.29675
738.6028,90.31134
739.085,90.32371
739.5671,90.33344
740.0492,90.34084
740.5313,90.34688
741.0134,90.35279
741.4955,90.35959
741.9777,90.3677
742.4598,90.37695
742.9419,90.38659
743.424,90.39577
743.9061,90.40376
744.3882,90.41027
744.8704,90.41533
745.3525,90.4194
745.8346,90.42297
746.3167,90.42644
746.7988,90.43014
747.2809,90.43411
747.7631,90.43845
748.2452,90.44313
748.7273,90.4482
749.2094,90.45365
749.6915,90.45951
750.1736,90.46571
750.6558,90.47219
751.1379,90.4788
751.62,90.48531
752.1021,90.49142
752.5842,90.49693
753.0663,90.50156
753.5485,90.50522
754.0306,90.50806
754.5127,90.51046
754.9948,90.51306
755.4769,90.5166
755.959,90.52166
756.4412,90.52852
756.9233,90.53701
757.4054,90.54668
757.8875,90.55687
758.3696,90.56714
758.8517,90.57726
759.3339,90.58751
759.816,90.59834
760.2981,90.61037
760.7802,90.62394
761.2623,90.6392
761.7444,90.65588
762.2266,90.67355
762.7087,90.69172
763.1908,90.70994
763.6729,90.72794
764.155,90.7456
764.6371,90.76276
765.1193,90.77945
765.6014,90.79556
766.0835,90.8111
766.5656,90.82616
767.0477,90.84086
767.5298,90.85545
768.012,90.87019
768.4941,90.88524
768.9762,90.90072
769.4583,90.91666
769.9404,90.93295
770.4225,90.9494
770.9047,90.96577
771.3868,90.98172
771.8689,90.99692
772.351,91.01112
772.8331,91.02417
773.3152,91.03614
773.7974,91.04729
774.2795,91.05793
774.7616,91.06834
775.2437,91.0787
775.7258,91.08888
776.2079,91.09875
776.6901,91.10815
777.1722,91.11722
777.6543,91.1265
778.1364,91.13685
778.6185,91.14921
779.1006,91.1644
779.5828,91.18269
780.0649,91.20378
780.547,91.22679
781.0291,91.2507
781.5112,91.2745
781.9933,91.29767
782.4755,91.32016
782.9576,91.34244
783.4397,91.3651
783.9218,91.38877
784.4039,91.41366
784.886,91.43964
785.3682,91.46621
785.8503,91.4926
786.3324,91.51809
786.8145,91.54214
787.2966,91.56434
787.7787,91.58469
788.2609,91.60336
788.743,91.62079
789.2251,91.63738
789.7072,91.65357
790.1893,91.66956
790.6714,91.6854
791.1536,91.70086
791.6357,91.71557
792.1178,91.72906
792.5999,91.74106
793.082,91.75124
793.5641,91.75966
794.0463,91.76642
794.5284,91.77174
795.0105,91.77588
795.4926,91.77901
795.9747,91.78136
796.4568,91.78302
796.939,91.78413
797.4211,91.78482
797.9032,91.78519
798.3853,91.7853
798.8674,91.78519
799.3495,91.78489
799.8317,91.78452
800.3138,91.78433
800.7959,91.78476
801.278,91.78629
801.7601,91.78938
802.2422,91.79424
802.7244,91.80079
803.2065,91.80849
803.6886,91.81661
804.1707,91.82416
804.6528,91.83033
805.1349,91.83459
805.6171,91.83675
806.0991,91.83702
806.5813,91.83591
807.0634,91.83411
807.5455,91.83237
808.0276,91.83124
808.5098,91.83118
808.9918,91.83235
809.474,91.83479
809.9561,91.83827
810.4382,91.84258
810.9203,91.84743
811.4025,91.85274
811.8845,91.85843
812.3667,91.86466
812.8488,91.87154
813.3309,91.8791
813.813,91.8872
814.2952,91.89547
814.7772,91.90337
815.2594,91.91035
815.7415,91.91602
816.2236,91.92024
816.7057,91.92327
817.1879,91.92567
817.6699,91.92831
818.1521,91.93201
818.6342,91.93748
819.1163,91.94515
819.5984,91.95502
820.0806,91.96676
820.5626,91.97977
821.0448,91.99335
821.5269,92.00684
822.009,92.01976
822.4911,92.03183
822.9733,92.04295
823.4553,92.05314
823.9375,92.06239
824.4196,92.07066
824.9017,92.07784
825.3838,92.08389
825.866,92.08878
826.348,92.09268
826.8302,92.09583
827.3123,92.09855
827.7944,92.10092
828.2765,92.10294
828.7587,92.10429
829.2407,92.10471
829.7229,92.10389
830.205,92.10186
830.6871,92.09899
831.1692,92.09612
831.6514,92.09425
832.1334,92.09447
832.6156,92.09766
833.0977,92.10452
833.5798,92.11524
834.0619,92.12987
834.5441,92.14825
835.0261,92.17017
835.5083,92.1953
835.9904,92.22346
836.4725,92.25433
836.9546,92.2876
837.4368,92.32294
837.9188,92.36013
838.401,92.39867
838.8831,92.43823
839.3652,92.4782
839.8473,92.51789
840.3295,92.55647
840.8115,92.59322
841.2937,92.62746
841.7758,92.65901
842.2579,92.6878
842.74,92.71406
843.2222,92.73805
843.7042,92.76003
844.1864,92.77986
844.6685,92.79745
845.1506,92.81255
845.6327,92.82505
846.1149,92.83504
846.5969,92.8428
847.0791,92.84872
847.5612,92.85323
848.0433,92.85667
848.5254,92.85925
849.0076,92.86124
849.4896,92.86291
849.9718,92.86457
850.4539,92.86666
850.936,92.86948
851.4181,92.87318
851.9003,92.8777
852.3823,92.88271
852.8645,92.88776
853.3466,92.89249
853.8287,92.89674
854.3108,92.9006
854.793,92.9044
855.275,92.90849
855.7572,92.91323
856.2393,92.91866
856.7214,92.92463
857.2035,92.93066
857.6857,92.93624
858.1677,92.94073
858.6499,92.9437
859.132,92.94483
859.6141,92.94407
860.0962,92.94152
860.5784,92.93746
861.0604,92.93212
861.5426,92.92571
862.0247,92.91814
862.5068,92.90919
862.9889,92.89854
863.4711,92.88588
863.9531,92.87112
864.4353,92.85457
864.9174,92.83688
865.3995,92.819
865.8816,92.80182
866.3638,92.78599
866.8458,92.77168
867.328,92.75848
